SYMBOL	gs_name
TNFRSF1B	G3_mono_macro
NUBP2	G3_mono_macro
PTCRA	G4_DC
CLEC4C	G4_DC
KRT5	G4_DC
LAMP5	G4_DC
PLEKHD1	G4_DC
EPHB1	G4_DC
PLVAP	G4_DC
LILRA4	G4_DC
SLC12A3	G4_DC
SCAMP5	G4_DC
SCN9A	G4_DC
SMIM5	G4_DC
DNASE1L3	G4_DC
PPM1J	G4_DC
PTGDS	G4_DC
MAP1A	G4_DC
PTPRS	G4_DC
TPM2	G4_DC
PACSIN1	G4_DC
IL3RA	G4_DC
TNFRSF21	G4_DC
SERPINF1	G4_DC
PLD4	G4_DC
C1orf186	G4_DC
EGLN3	G4_DC
SMPD3	G4_DC
TLR9	G4_DC
PFKFB2	G4_DC
AC023590.1	G4_DC
SUSD1	G4_DC
NOTCH4	G4_DC
P2RY14	G4_DC
PALD1	G4_DC
TSPAN13	G4_DC
TLR7	G4_DC
IGJ	G4_DC
P2RY6	G4_DC
MYBL2	G4_DC
GAS6	G4_DC
CBFA2T3	G4_DC
DERL3	G4_DC
ZFAT	G4_DC
FAM213A	G4_DC
GAB1	G4_DC
GAPT	G4_DC
SPIB	G4_DC
NREP	G4_DC
ST3GAL4	G4_DC
CD36	G4_DC
NRP1	G4_DC
CHAF1A	G4_DC
RASD1	G4_DC
PHEX	G4_DC
PPP1R14B	G4_DC
CSF2RB	G4_DC
NEK8	G4_DC
APP	G4_DC
SOX4	G4_DC
FAM129C	G4_DC
ENPP2	G4_DC
P2RX1	G4_DC
LILRB4	G4_DC
MPEG1	G4_DC
AC010441.1	G4_DC
ADC	G4_DC
SRC	G4_DC
TMIGD2	G4_DC
TCL1A	G4_DC
TCF4	G4_DC
SLC15A4	G4_DC
SEMA7A	G4_DC
THBD	G4_DC
TEX2	G4_DC
CMKLR1	G4_DC
RNASE6	G4_DC
ABHD15	G4_DC
LGMN	G4_DC
GNG7	G4_DC
TTYH2	G4_DC
BCL11A	G4_DC
GRASP	G4_DC
SERPING1	G4_DC
TRAF4	G4_DC
MGLL	G4_DC
CTNS	G4_DC
AMIGO3	G4_DC
PMEPA1	G4_DC
CSF2RA	G4_DC
SULF2	G4_DC
VEGFB	G4_DC
CLIC3	G4_DC
TXNDC5	G4_DC
COBLL1	G4_DC
TGFBI	G4_DC
MGST2	G4_DC
UNC93B1	G4_DC
BLNK	G4_DC
MAP2K6	G4_DC
WDFY4	G4_DC
TNFSF13	G4_DC
CCDC50	G4_DC
CST3	G4_DC
ATF5	G4_DC
MZB1	G4_DC
C12orf45	G4_DC
ALDH2	G4_DC
IFNLR1	G4_DC
PTP4A3	G4_DC
FLNB	G4_DC
CCDC88A	G4_DC
KIAA0226L	G4_DC
SCARB1	G4_DC
PLXNB2	G4_DC
CD68	G4_DC
TRPM2	G4_DC
CD2AP	G4_DC
SPG20	G4_DC
ARID3A	G4_DC
LILRA5	G4_DC
DAB2	G4_DC
BAIAP2	G4_DC
ATP13A2	G4_DC
GALNT3	G4_DC
AFF3	G4_DC
SH2B3	G4_DC
RNF130	G4_DC
SLC41A2	G4_DC
FADS1	G4_DC
GNA15	G4_DC
ZDHHC17	G4_DC
CXorf21	G4_DC
GPM6B	G4_DC
UBE2E2	G4_DC
TYROBP	G4_DC
DAPK1	G4_DC
FCER1G	G4_DC
PHACTR1	G4_DC
CLN8	G4_DC
SIRPB1	G4_DC
MS4A6A	G4_DC
HDAC9	G4_DC
ARHGAP31	G4_DC
POLB	G4_DC
CYBB	G4_DC
CYB561A3	G4_DC
TUBB6	G4_DC
IGKC	G4_DC
SLC12A7	G4_DC
SPINT2	G4_DC
RECQL5	G4_DC
GSN	G4_DC
ITM2C	G4_DC
RRBP1	G4_DC
ST6GALNAC4	G4_DC
FCHSD2	G4_DC
ALG2	G4_DC
SCARB2	G4_DC
STAP1	G4_DC
MEF2C	G4_DC
CORO1C	G4_DC
UGCG	G4_DC
FUZ	G4_DC
RNF144B	G4_DC
C15orf39	G4_DC
MYO1E	G4_DC
PLAC8	G4_DC
KLF4	G4_DC
ZDHHC4	G4_DC
KCTD5	G4_DC
IRF8	G4_DC
IDH3A	G4_DC
EIF2AK4	G4_DC
SEPHS1	G4_DC
HVCN1	G4_DC
IFIT2	G4_DC
THEMIS2	G4_DC
SLC29A1	G4_DC
SYK	G4_DC
DHTKD1	G4_DC
PAPD7	G4_DC
TATDN3	G4_DC
ARHGAP24	G4_DC
LYN	G4_DC
SLC35A2	G4_DC
TAX1BP3	G4_DC
RUNX2	G4_DC
SMIM14	G4_DC
IGHM	G4_DC
RBM47	G4_DC
DAAM1	G4_DC
MYO15B	G4_DC
SLC2A6	G4_DC
TP53I11	G4_DC
CYSLTR1	G4_DC
FCGRT	G4_DC
TNFSF13B	G4_DC
KYNU	G4_DC
NPC2	G4_DC
TGFBR1	G4_DC
FAM65A	G4_DC
BTK	G4_DC
CCR2	G4_DC
LILRB1	G4_DC
IRF7	G4_DC
GRN	G4_DC
C3orf58	G4_DC
WDFY2	G4_DC
HLA-DOA	G4_DC
DPYSL2	G4_DC
MOB1B	G4_DC
UCK2	G4_DC
C12orf75	G4_DC
FGD2	G4_DC
IRF4	G4_DC
RASSF2	G4_DC
C12orf44	G4_DC
TARBP1	G4_DC
ETV3	G4_DC
GPX7	G4_DC
DUSP3	G4_DC
CIITA	G4_DC
HIVEP1	G4_DC
PPCDC	G4_DC
RNF122	G4_DC
DUSP5	G4_DC
INPP4A	G4_DC
PLEK	G4_DC
ASPH	G4_DC
METTL7A	G4_DC
HIGD1A	G4_DC
ZNF589	G4_DC
CDCA7L	G4_DC
GPR114	G4_DC
ZNF10	G4_DC
ALCAM	G4_DC
CARD11	G4_DC
ARSB	G4_DC
HIST1H2AC	G4_DC
LAIR1	G4_DC
RELT	G4_DC
PTPRE	G4_DC
SEC61A2	G4_DC
AREG	G4_DC
HYOU1	G4_DC
NCF1	G4_DC
EEF2K	G4_DC
GPR183	G4_DC
TSPAN3	G4_DC
DCK	G4_DC
CUX1	G4_DC
HS3ST3B1	G4_DC
CYSTM1	G4_DC
IGSF6	G4_DC
PLAUR	G4_DC
SKAP2	G4_DC
DDAH2	G4_DC
FAM105A	G4_DC
TUBG1	G4_DC
SH3TC1	G4_DC
NR4A3	G4_DC
CAPG	G4_DC
TMEM19	G4_DC
XXbac-BPG181M17.5	G4_DC
CD83	G4_DC
SMC6	G4_DC
ERN1	G4_DC
LDLRAD4	G4_DC
TP53I13	G4_DC
CD4	G4_DC
SIDT1	G4_DC
RAB11FIP1	G4_DC
MAGED1	G4_DC
BID	G4_DC
IRF2BP2	G4_DC
VIMP	G4_DC
NADK	G4_DC
GMPPB	G4_DC
BCL2L13	G4_DC
PLA2G16	G4_DC
HLA-DMB	G4_DC
AHCY	G4_DC
GM2A	G4_DC
N4BP2L1	G4_DC
ZFYVE26	G4_DC
GZMB	G4_DC
SEL1L3	G4_DC
TTC24	G4_DC
ICAM1	G4_DC
CHD9	G4_DC
IL18R1	G4_DC
SLC35E1	G4_DC
PGD	G4_DC
SLC7A5	G4_DC
CAT	G4_DC
RMDN3	G4_DC
DENND5A	G4_DC
FAM26F	G4_DC
DSTN	G4_DC
FARP2	G4_DC
PRMT10	G4_DC
UBE2J1	G4_DC
MALT1	G4_DC
MED13L	G4_DC
CTNND1	G4_DC
DCPS	G4_DC
CD300A	G4_DC
STX7	G4_DC
PEA15	G4_DC
CNP	G4_DC
TOR3A	G4_DC
UVRAG	G4_DC
FKBP2	G4_DC
AMICA1	G4_DC
UNC119	G4_DC
PRMT7	G4_DC
NAGA	G4_DC
GPX1	G4_DC
CDKN1A	G4_DC
SMCO4	G4_DC
SELL	G4_DC
CTD-2192J16.22	G4_DC
RNF126	G4_DC
NAGK	G4_DC
TMEM141	G4_DC
ADA	G4_DC
PAIP1	G4_DC
ANTXR2	G4_DC
SNRNP25	G4_DC
MDFIC	G4_DC
MCTP1	G4_DC
NFKBID	G4_DC
TIMM13	G4_DC
UBL7	G4_DC
STMN1	G4_DC
C10orf118	G4_DC
BEX4	G4_DC
AP1S2	G4_DC
TXN	G4_DC
STK11IP	G4_DC
MAN2B1	G4_DC
MCOLN2	G4_DC
DUSP22	G4_DC
IFI44L	G4_DC
SIK1	G4_DC
DFFA	G4_DC
GPR65	G4_DC
NUP62	G4_DC
HIST2H2AA3	G4_DC
RNASET2	G4_DC
KLF10	G4_DC
STX18	G4_DC
RREB1	G4_DC
ATF3	G4_DC
FAM49A	G4_DC
KIAA0226	G4_DC
ETV6	G4_DC
C11orf24	G4_DC
APEX1	G4_DC
SLC33A1	G4_DC
FAM53C	G4_DC
N4BP2	G4_DC
GNL3	G4_DC
SLC35C2	G4_DC
RNF5	G4_DC
DNAJC4	G4_DC
KLHL6	G4_DC
AGPAT5	G4_DC
SNAP29	G4_DC
SNX3	G4_DC
HIST2H2AA4	G4_DC
SEC61B	G4_DC
NEK6	G4_DC
TCOF1	G4_DC
OAS1	G4_DC
XBP1	G4_DC
CTSH	G4_DC
ABI2	G4_DC
FBXO6	G4_DC
PDIA4	G4_DC
CRYZ	G4_DC
HIST1H2BK	G4_DC
IVD	G4_DC
HSD17B12	G4_DC
C1orf162	G4_DC
ERCC1	G4_DC
PPM1K	G4_DC
JAK2	G4_DC
MIF4GD	G4_DC
PTRHD1	G4_DC
IGF2R	G4_DC
ATPAF2	G4_DC
MKKS	G4_DC
ADI1	G4_DC
SLAMF7	G4_DC
PIP5K1A	G4_DC
FAM96A	G4_DC
FYTTD1	G4_DC
LST1	G4_DC
OXR1	G4_DC
CREB3L2	G4_DC
DAP	G4_DC
ZMIZ2	G4_DC
SH2D3C	G4_DC
EIF4A3	G4_DC
DLGAP4	G4_DC
SLC1A5	G4_DC
ZNF22	G4_DC
HLA-DQA1	G4_DC
CNPY3	G4_DC
MX1	G4_DC
NBPF10	G4_DC
NR3C1	G4_DC
SPON2	G4_DC
GYS1	G4_DC
OFD1	G4_DC
TEP1	G4_DC
UCHL3	G4_DC
PDPK1	G4_DC
UBE2W	G4_DC
KIAA0100	G4_DC
MDN1	G4_DC
PIK3AP1	G4_DC
ARHGAP27	G4_DC
SLC2A1	G4_DC
CCS	G4_DC
NUCB2	G4_DC
SFT2D2	G4_DC
HSD17B4	G4_DC
MAD2L2	G4_DC
SAMHD1	G4_DC
PLP2	G4_DC
CXCR3	G4_DC
TMEM107	G4_DC
ADAM19	G4_DC
MFSD1	G4_DC
PHB	G4_DC
ACSL3	G4_DC
DMXL1	G4_DC
CXorf40A	G4_DC
DAPP1	G4_DC
NAPRT1	G4_DC
RHBDF2	G4_DC
ARHGAP17	G4_DC
CCDC57	G4_DC
AD000671.6	G4_DC
CCDC69	G4_DC
OSTC	G4_DC
RAB4B	G4_DC
HIST1H1C	G4_DC
LYSMD2	G4_DC
HLA-DQA2	G4_DC
LEPROT	G4_DC
PIK3CG	G4_DC
COMT	G4_DC
CTSB	G4_DC
ARFGAP3	G4_DC
MYCBP	G4_DC
ALOX5AP	G4_DC
LAP3	G4_DC
ABCE1	G4_DC
PI4KA	G4_DC
CRTAP	G4_DC
ABCA7	G4_DC
C18orf8	G4_DC
SEC61G	G4_DC
RP11-500M8.7	G4_DC
DNAJB9	G4_DC
MRPL36	G4_DC
USF2	G4_DC
TMEM63A	G4_DC
SGSM3	G4_DC
TTC7A	G4_DC
TMEM14C	G4_DC
LAPTM4A	G4_DC
BTAF1	G4_DC
VAMP8	G4_DC
NUDT1	G4_DC
SLC20A1	G4_DC
BCL2L11	G4_DC
HINT2	G4_DC
IFNAR1	G4_DC
CYTH4	G4_DC
DCTN4	G4_DC
NDRG1	G4_DC
PLEKHO1	G4_DC
IGFLR1	G4_DC
NFX1	G4_DC
POLD2	G4_DC
GLUL	G4_DC
PSENEN	G4_DC
TMX3	G4_DC
RELB	G4_DC
TMEM109	G4_DC
SLFN11	G4_DC
NPC1	G4_DC
PTPMT1	G4_DC
HLA-DQB2	G4_DC
TNFSF9	G4_DC
TMEM39A	G4_DC
KDM6B	G4_DC
ATOX1	G4_DC
ECHDC1	G4_DC
COLGALT1	G4_DC
LETM1	G4_DC
GALNT2	G4_DC
PRKRA	G4_DC
PYCARD	G4_DC
MTMR14	G4_DC
TMED9	G4_DC
ARF4	G4_DC
ZDHHC24	G4_DC
EDEM1	G4_DC
SEMA4A	G4_DC
NR4A1	G4_DC
GLO1	G4_DC
PLSCR1	G4_DC
BAZ2B	G4_DC
NIPA2	G4_DC
C19orf10	G4_DC
PPP1R10	G4_DC
TM9SF2	G4_DC
SPCS1	G4_DC
NOTCH2NL	G4_DC
PTTG1IP	G4_DC
CPNE3	G4_DC
PGLS	G4_DC
MAP3K2	G4_DC
GRSF1	G4_DC
MIIP	G4_DC
BANP	G4_DC
ESD	G4_DC
HDAC6	G4_DC
MAPKAPK3	G4_DC
LSM10	G4_DC
NOTCH2	G4_DC
CTSC	G4_DC
ATP6V0B	G4_DC
CTSS	G4_DC
SOCS3	G4_DC
FAM60A	G4_DC
NARS	G4_DC
SFT2D1	G4_DC
MAGT1	G4_DC
MICAL1	G4_DC
HLA-DMA	G4_DC
PARP10	G4_DC
PSMB5	G4_DC
MX2	G4_DC
HMGN3	G4_DC
SIVA1	G4_DC
HLA-DQB1	G4_DC
TMED3	G4_DC
SSR3	G4_DC
PRPF40B	G4_DC
CHD1L	G4_DC
FLOT1	G4_DC
OAZ2	G4_DC
CLINT1	G4_DC
AGPAT1	G4_DC
CXorf40B	G4_DC
NGLY1	G4_DC
SLC44A2	G4_DC
FMNL3	G4_DC
IFNAR2	G4_DC
IFI35	G4_DC
LGALS9	G4_DC
AHI1	G4_DC
ERP29	G4_DC
ARF3	G4_DC
NHP2	G4_DC
IQSEC1	G4_DC
STT3A	G4_DC
NAPG	G4_DC
CHMP1B	G4_DC
AC090186.1	G4_DC
SLC43A3	G4_DC
ELL	G4_DC
TGFBR2	G4_DC
SLC7A6	G4_DC
HLA-DRA	G4_DC
KPNA2	G4_DC
C12orf23	G4_DC
LTB	G4_DC
USP24	G4_DC
CLPTM1	G4_DC
MYD88	G4_DC
PRKCB	G4_DC
CD320	G4_DC
KDELR2	G4_DC
SMARCB1	G4_DC
SNX29	G4_DC
LAMTOR1	G4_DC
DENND4B	G4_DC
C1QBP	G4_DC
PTPN2	G4_DC
OS9	G4_DC
SND1	G4_DC
TACC1	G4_DC
ATAD2B	G4_DC
LRRC59	G4_DC
XPNPEP1	G4_DC
STAT2	G4_DC
TMEM208	G4_DC
TREX1	G4_DC
MAST3	G4_DC
PTPN1	G4_DC
NDUFA9	G4_DC
DHRS7	G4_DC
SEC13	G4_DC
TMX1	G4_DC
CLASP2	G4_DC
VPS36	G4_DC
PXK	G4_DC
AKR7A2	G4_DC
C9orf72	G4_DC
CNDP2	G4_DC
SYNGR2	G4_DC
GNS	G4_DC
HM13	G4_DC
SEC23B	G4_DC
COQ4	G4_DC
HSP90B1	G4_DC
TALDO1	G4_DC
SLC39A11	G4_DC
RNASEH2B	G4_DC
ITCH	G4_DC
CHMP5	G4_DC
VRK2	G4_DC
TBC1D9B	G4_DC
AMZ2	G4_DC
COMMD9	G4_DC
RERE	G4_DC
ITPR2	G4_DC
DBI	G4_DC
FRMD8	G4_DC
HERPUD1	G4_DC
DBNL	G4_DC
AKR1A1	G4_DC
ACAA1	G4_DC
MTPN	G4_DC
LAMP2	G4_DC
ATP6V1A	G4_DC
HEATR5B	G4_DC
KAT2B	G4_DC
LY9	G4_DC
GSTP1	G4_DC
MAP3K8	G4_DC
PLEKHG2	G4_DC
COPG1	G4_DC
PLIN3	G4_DC
RNF13	G4_DC
NANS	G4_DC
ARID3B	G4_DC
MIA3	G4_DC
NCSTN	G4_DC
TMEM167A	G4_DC
ANAPC11	G4_DC
NMT1	G4_DC
TET2	G4_DC
CCNC	G4_DC
P4HB	G4_DC
WDR70	G4_DC
PSAP	G4_DC
SSR1	G4_DC
INTS10	G4_DC
NUB1	G4_DC
CBX6	G4_DC
RASA4	G4_DC
RAP1GDS1	G4_DC
BST2	G4_DC
CD55	G4_DC
SERTAD2	G4_DC
MRPS25	G4_DC
AP2S1	G4_DC
TMEM175	G4_DC
SEC61A1	G4_DC
SPCS3	G4_DC
ACADM	G4_DC
C8orf59	G4_DC
DNAJC19	G4_DC
TMED2	G4_DC
DNAJC3	G4_DC
ANKRD11	G4_DC
MTIF3	G4_DC
ATP13A1	G4_DC
MEF2D	G4_DC
PFKL	G4_DC
PRMT1	G4_DC
EMC3	G4_DC
TMEM30A	G4_DC
TMEM147	G4_DC
NUDT22	G4_DC
NAPA	G4_DC
TIMM44	G4_DC
UBE2F	G4_DC
MLF2	G4_DC
SRGAP2	G4_DC
MORF4L2	G4_DC
RANBP2	G4_DC
FERMT3	G4_DC
GABARAPL2	G4_DC
HNRNPA0	G4_DC
PFDN2	G4_DC
TOB2	G4_DC
WARS	G4_DC
PCMTD1	G4_DC
MGAT4A	G4_DC
AP3S1	G4_DC
USP11	G4_DC
RBM7	G4_DC
LARP4B	G4_DC
PPP6R1	G4_DC
IFI30	G4_DC
LSM4	G4_DC
ZEB2	G4_DC
TMUB2	G4_DC
TMED10	G4_DC
PIM3	G4_DC
CYC1	G4_DC
TMEM258	G4_DC
RAB5A	G4_DC
HIVEP3	G4_DC
CANX	G4_DC
FBXW11	G4_DC
OSBPL9	G4_DC
RGS2	G4_DC
PFKFB3	G4_DC
LIME1	G4_DC
HLA-DRB5	G4_DC
LSM5	G4_DC
SUMO3	G4_DC
SLC35B1	G4_DC
PQBP1	G4_DC
PREB	G4_DC
BAK1	G4_DC
H2AFY	G4_DC
COX16	G4_DC
PSMD9	G4_DC
NT5C2	G4_DC
ENY2	G4_DC
ADPGK	G4_DC
HMGA1	G4_DC
ARL4C	G4_DC
PBRM1	G4_DC
SAP30BP	G4_DC
C14orf2	G4_DC
PCNXL4	G4_DC
TOMM6	G4_DC
NME1-NME2	G4_DC
DTX2	G4_DC
ILF2	G4_DC
KDELR1	G4_DC
CYBA	G4_DC
BHLHE40	G4_DC
SNURF	G4_DC
SUPT4H1	G4_DC
ARL2	G4_DC
TRAM1	G4_DC
SRPRB	G4_DC
UNC50	G4_DC
MPDU1	G4_DC
C11orf31	G4_DC
COMMD10	G4_DC
DCUN1D1	G4_DC
IFI44	G4_DC
BCKDHA	G4_DC
MCM5	G4_DC
GNA13	G4_DC
SRPR	G4_DC
SYVN1	G4_DC
HDLBP	G4_DC
SDF2	G4_DC
MARS	G4_DC
ATP6V1E1	G4_DC
STAMBPL1	G4_DC
CALU	G4_DC
CAMTA1	G4_DC
MRPL20	G4_DC
NCLN	G4_DC
ALG5	G4_DC
RAB8A	G4_DC
SEC16A	G4_DC
ARHGEF7	G4_DC
RPL22L1	G4_DC
NUCB1	G4_DC
AC120194.1	G4_DC
IKBKB	G4_DC
RASGEF1B	G4_DC
EIF6	G4_DC
KLF13	G4_DC
JKAMP	G4_DC
MSL2	G4_DC
SEC11C	G4_DC
RFXANK	G4_DC
RPN2	G4_DC
UTP6	G4_DC
ATP6V0D1	G4_DC
CYB5B	G4_DC
UBE2G2	G4_DC
HEXB	G4_DC
ELMO2	G4_DC
RP4-583P15.14	G4_DC
UBAC2	G4_DC
NRD1	G4_DC
CTNNBL1	G4_DC
AFF1	G4_DC
SNRPN	G4_DC
DDX18	G4_DC
SHOC2	G4_DC
TOP1	G4_DC
ARCN1	G4_DC
SYS1	G4_DC
RTN3	G4_DC
COPZ1	G4_DC
PHYKPL	G4_DC
ZMYM2	G4_DC
DRAM2	G4_DC
NCOA4	G4_DC
MESDC2	G4_DC
COX7A2L	G4_DC
RHEB	G4_DC
UFM1	G4_DC
ATP6AP1	G4_DC
SRP72	G4_DC
SMN2	G4_DC
ZNF706	G4_DC
MAP2K3	G4_DC
ETF1	G4_DC
PEBP1	G4_DC
MED30	G4_DC
BCCIP	G4_DC
AK2	G4_DC
LPXN	G4_DC
PARL	G4_DC
RPA2	G4_DC
TDG	G4_DC
SF3B5	G4_DC
SELPLG	G4_DC
FBXW5	G4_DC
DDX21	G4_DC
TRABD	G4_DC
USO1	G4_DC
NDUFC2	G4_DC
VDAC3	G4_DC
TBCA	G4_DC
HDAC3	G4_DC
PCGF3	G4_DC
ATP5J2	G4_DC
SCFD1	G4_DC
RNF149	G4_DC
CECR1	G4_DC
PRDX6	G4_DC
SC5D	G4_DC
C18orf32	G4_DC
AP1M1	G4_DC
HDAC2	G4_DC
RABGAP1L	G4_DC
YIF1B	G4_DC
ARID1B	G4_DC
NRAS	G4_DC
NBPF16	G4_DC
MKNK2	G4_DC
NOLC1	G4_DC
PRDX3	G4_DC
LPCAT3	G4_DC
PSMA6	G4_DC
SMG7	G4_DC
GNG5	G4_DC
NDUFAF3	G4_DC
COMMD3-BMI1	G4_DC
TMEM219	G4_DC
TTC3	G4_DC
TAF13	G4_DC
SSR4	G4_DC
ATP5G1	G4_DC
MBOAT1	G4_DC
ITPR1	G4_DC
SYMPK	G4_DC
CLN3	G4_DC
SRP19	G4_DC
GAK	G4_DC
PTBP3	G4_DC
ZNF33A	G4_DC
IFNGR1	G4_DC
SMU1	G4_DC
CPT1A	G4_DC
RUNX1	G4_DC
U2AF1L4	G4_DC
SEC31A	G4_DC
ERGIC2	G4_DC
TPP1	G4_DC
MKL1	G4_DC
CORO7	G4_DC
NOMO3	G4_DC
HLA-DPA1	G4_DC
SPN	G4_DC
FIP1L1	G4_DC
DNAJB11	G4_DC
RTCB	G4_DC
FDFT1	G4_DC
COX17	G4_DC
STAT6	G4_DC
USP36	G4_DC
FPGS	G4_DC
RAP2B	G4_DC
GLA	G4_DC
TP53	G4_DC
HSH2D	G4_DC
RTFDC1	G4_DC
DNAJC7	G4_DC
SMN1	G4_DC
RNF138	G4_DC
COMMD6	G4_DC
MRPL53	G4_DC
NDUFS2	G4_DC
ARL6IP6	G4_DC
C17orf49	G4_DC
TXN2	G4_DC
RFX5	G4_DC
CLTC	G4_DC
LARS	G4_DC
NUP88	G4_DC
CHCHD3	G4_DC
ATP5G3	G4_DC
MED29	G4_DC
KIF5B	G4_DC
B4GALT1	G4_DC
C1orf43	G4_DC
SPCS2	G4_DC
RGPD5	G4_DC
ERH	G4_DC
RRP7A	G4_DC
DDT	G4_DC
SLC35E2B	G4_DC
TOX4	G4_DC
SEC23A	G4_DC
COMMD3	G4_DC
SMIM7	G4_DC
C15orf57	G4_DC
RGS19	G4_DC
PARK7	G4_DC
HLA-DRB1	G4_DC
REXO2	G4_DC
AC040977.1	G4_DC
NEDD8	G4_DC
SNAP23	G4_DC
LAMTOR2	G4_DC
SUMF2	G4_DC
ATP6V1B2	G4_DC
MTCH2	G4_DC
GTF2A2	G4_DC
TYMP	G4_DC
RAC1	G4_DC
RGPD6	G4_DC
PSMA2	G4_DC
RBX1	G4_DC
GGA2	G4_DC
FNDC3A	G4_DC
COPA	G4_DC
CD164	G4_DC
NFKB1	G4_DC
TRAF3	G4_DC
SNX20	G4_DC
TMEM179B	G4_DC
UPF2	G4_DC
LMAN1	G4_DC
SLC25A45	G4_DC
HLA-DPB1	G4_DC
CRTC2	G4_DC
DDB1	G4_DC
CAPRIN1	G4_DC
ZDHHC12	G4_DC
EIF3L	G4_DC
TOMM20	G4_DC
KLHDC4	G4_DC
RBBP4	G4_DC
MAPRE1	G4_DC
GORASP2	G4_DC
NDUFB6	G4_DC
FOSL2	G4_DC
TIMMDC1	G4_DC
DNAJC10	G4_DC
BCL2A1	G4_DC
BTG2	G4_DC
NBPF14	G4_DC
ARID2	G4_DC
PDE4B	G4_DC
SNRNP27	G4_DC
TULP4	G4_DC
GRHPR	G4_DC
CYB5R4	G4_DC
BCAP31	G4_DC
SLA2	G4_DC
RPN1	G4_DC
ERGIC3	G4_DC
PRPF40A	G4_DC
RPL7L1	G4_DC
TNIP1	G4_DC
NDUFA2	G4_DC
LPIN1	G4_DC
ATP2A3	G4_DC
PLEKHM1	G4_DC
AP3B1	G4_DC
NECAP2	G4_DC
MGAT1	G4_DC
RSRC1	G4_DC
NINJ1	G4_DC
SUPT6H	G4_DC
SNX17	G4_DC
M6PR	G4_DC
NEMF	G4_DC
STRN3	G4_DC
MIS18BP1	G4_DC
SCNM1	G4_DC
PSMB3	G4_DC
C9orf142	G4_DC
GPAA1	G4_DC
MYO18A	G4_DC
USMG5	G4_DC
IMP4	G4_DC
RBBP7	G4_DC
BRK1	G4_DC
GNPTG	G4_DC
POLE3	G4_DC
NBPF1	G4_DC
JMJD1C	G4_DC
RNASEK-C17orf49	G4_DC
RAB1A	G4_DC
LAMTOR5	G4_DC
NFE2L2	G4_DC
TSPYL2	G4_DC
RAPGEF1	G4_DC
NCKAP1L	G4_DC
ATP6V1G1	G4_DC
MTDH	G4_DC
CARHSP1	G4_DC
CDC123	G4_DC
POMP	G4_DC
NIN	G4_DC
TTC39C	G4_DC
TRIM38	G4_DC
VRK3	G4_DC
MPG	G4_DC
ADCY7	G4_DC
RPAIN	G4_DC
NUDCD2	G4_DC
GANAB	G4_DC
TFG	G4_DC
ATP6V0C	G4_DC
REL	G4_DC
PPIB	G4_DC
ATP6V0E1	G4_DC
TIMM17B	G4_DC
BNIP2	G4_DC
EMC7	G4_DC
SCAMP2	G4_DC
SPAG7	G4_DC
EIF3M	G4_DC
CDK2AP2	G4_DC
AKIRIN2	G4_DC
NDUFAB1	G4_DC
TCEB1	G4_DC
LSM1	G4_DC
PIM2	G4_DC
PIK3R5	G4_DC
PHPT1	G4_DC
TRIM27	G4_DC
NDUFS6	G4_DC
PPM1G	G4_DC
FAM96B	G4_DC
LSMD1	G4_DC
EIF3I	G4_DC
PARVG	G4_DC
CAPN1	G4_DC
TRIM14	G4_DC
HSPA5	G4_DC
NUDT5	G4_DC
TMEM230	G4_DC
THOC7	G4_DC
NADSYN1	G4_DC
WBSCR22	G4_DC
PIGS	G4_DC
TMEM14B	G4_DC
PSMB7	G4_DC
TMCO1	G4_DC
MRPL34	G4_DC
YPEL5	G4_DC
TRIM22	G4_DC
GTPBP1	G4_DC
TAGLN2	G4_DC
PHKG2	G4_DC
GTF2F1	G4_DC
RSL1D1	G4_DC
SLC3A2	G4_DC
C4orf48	G4_DC
MRPS21	G4_DC
FAM32A	G4_DC
CERS2	G4_DC
POLR2E	G4_DC
CCT8	G4_DC
PDIA6	G4_DC
PSMC2	G4_DC
LTA4H	G4_DC
SPOP	G4_DC
C5orf15	G4_DC
SDR39U1	G4_DC
U2AF1	G4_DC
PHB2	G4_DC
AIMP1	G4_DC
MRPS6	G4_DC
CKS2	G4_DC
C5orf45	G4_DC
GDI2	G4_DC
DDX56	G4_DC
NDUFB5	G4_DC
BRMS1	G4_DC
RER1	G4_DC
CLTA	G4_DC
PLEKHB2	G4_DC
GGNBP2	G4_DC
TIMM10B	G4_DC
ZC3H15	G4_DC
EIF2A	G4_DC
DAD1	G4_DC
NSUN2	G4_DC
SERP1	G4_DC
ELOF1	G4_DC
CENPC	G4_DC
ATP6AP2	G4_DC
SUGT1	G4_DC
SYAP1	G4_DC
AKIRIN1	G4_DC
NOP56	G4_DC
TTLL3	G4_DC
LMBRD1	G4_DC
ATP5F1	G4_DC
SLU7	G4_DC
COX5A	G4_DC
SKIL	G4_DC
CMTM6	G4_DC
NDUFA10	G4_DC
UFC1	G4_DC
ACTR10	G4_DC
QARS	G4_DC
PSME3	G4_DC
DDOST	G4_DC
CORO1B	G4_DC
CCDC59	G4_DC
JTB	G4_DC
COPB2	G4_DC
TAOK3	G4_DC
ANXA11	G4_DC
GLG1	G4_DC
EIF2S2	G4_DC
ADIPOR1	G4_DC
CCT2	G4_DC
C21orf33	G4_DC
SUPT5H	G4_DC
CYCS	G4_DC
MRPL28	G4_DC
GABARAP	G4_DC
RNASEK	G4_DC
UCP2	G4_DC
DDX24	G4_DC
